F59,F61,F64,F109,F111,F114,F115,F116,F117,F120,F121,F122,F123,F126,F157,F158,F159,F160,F161,F162,F223,F224,F225,F228,F229,F230,F231,F234,F265,F266,F267,F268,F269,F270,F321,F527,F531,F670,F778,F844,F850,F886,F994,F996,F1102,F1104,F1212,F1320,F1428,F1492,F1498,F1536,F1692,F1926,F1932,F1966,F1968,F2034,F2040,F2074,F2076,F2082,F2122,F2142,F2148,F2182,F2184,F2285,F2481,F2578,F2582,F2678,F2686,F2737,F2779,F2956,F3043,F3502,F3504,F3532,F3534,F3610,F3612,F3640,F3642,F3748,F3750,F3836,F3887,F3894,F3898,F3908,F3913,F3914,F59_isnan,F60_isnan,F61_isnan,F62_isnan,F63_isnan,F64_isnan,F157_isnan,F159_isnan,F160_isnan,F162_isnan,F265_isnan,F267_isnan,F268_isnan,F270_isnan,F364_isnan,F365_isnan,F366_isnan,F367_isnan,F368_isnan,F369_isnan,F466_isnan,F468_isnan,F471_isnan,F568_isnan,F570_isnan,F571_isnan,F573_isnan,F2288_isnan,F2290_isnan,F2291_isnan,F2293_isnan,F2385_isnan,F2386_isnan,F2387_isnan,F2388_isnan,F2389_isnan,F2390_isnan,F2484_isnan,F2486_isnan,F2487_isnan,F2489_isnan,F2581_isnan,F2583_isnan,F2584_isnan,F2586_isnan,F2681_isnan,F2682_isnan,F2683_isnan,F2684_isnan,F2685_isnan,F2686_isnan,F2782_isnan,F2784_isnan,F2785_isnan,F2787_isnan,F2889_isnan,F2891_isnan,F2892_isnan,F2894_isnan,F2997_isnan,F2998_isnan,F2999_isnan,F3000_isnan,F3001_isnan,F3002_isnan,F3103_isnan,F3105_isnan,F3106_isnan,F3108_isnan,F_account_age_days,F_unsupervised_anomaly_score,F_balance_velocity_per_month,F_balance_velocity_per_day,F3886_Savings,F3924
0.58,0.59,0.7,0.67,0.5,1.0,0.53,0.51,0.53,0.64,0.53,0.51,0.53,0.64,0.51,0.5,0.52,0.61,0.57,0.62,0.3,0.29,0.31,0.43,0.3,0.29,0.31,0.43,0.29,0.27,0.29,0.38,0.3,0.41,1.0,1.0,1.21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.099236641,0.099236641,0.633587786,0.045801527,0.084745763,0.084745763,0.615819209,0.02259887,0.0,0.086587436,0.086587436,0.086587436,0.606112054,0.017826825,0.72,3.08,-0.18,0.02,0.03,-0.12,-0.34,-0.16,98.0,227.0,-1.0,-1.0,0.23,-0.03,-1.0,-1.0,0.27,-0.13,0.28,-0.05,159574.6,117,56.0,3,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,3634,0.06508520299889647,1363.8854700854702,43.91155751238305,0.0,0
0.54,0.53,0.47,0.41,0.38,0.38,0.42,0.47,0.38,0.38,0.42,0.47,0.38,0.38,0.43,0.51,0.39,0.46,0.56,0.38,0.23,0.26,0.2,0.18,0.23,0.26,0.2,0.18,0.23,0.28,0.21,0.22,0.28,0.18,0.89,1.18,0.79,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.078125,0.078125,0.64453125,0.015625,0.086629002,0.086629002,0.617702448,0.016949153,0.0,0.083548665,0.087855297,0.087855297,0.608096469,0.013781223,0.0,1.86,-0.49,2.04,0.59,-0.17,-0.19,-0.2,70.0,87.5,-1.0,-1.0,0.24,0.37,-1.0,-1.0,0.25,0.38,0.24,0.28,94873.84,116,36.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3633,0.09118549687289818,817.8779310344827,26.114461877236444,1.0,0
0.58,0.59,0.7,0.0,0.53,0.66,0.0,0.0,0.53,0.64,0.0,0.0,0.53,0.64,0.51,0.5,0.52,0.61,0.57,0.62,0.0,0.0,0.31,0.43,0.0,0.0,0.31,0.43,0.29,0.27,0.29,0.38,0.3,0.41,1.07,0.0,1.21,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.769230769,0.769230769,0.938461538,0.769230769,0.745614035,0.745614035,0.815789474,0.675438596,0.0,0.007462687,0.809701493,0.809701493,0.854477612,0.757462687,0.38,1.49,-0.1,0.0,-0.12,-0.13,-0.09,-0.18,6.0,87.5,-1.0,-1.0,-0.13,1.4,-1.0,-1.0,-0.06,1.73,0.13,2.16,88687.22,116,37.0,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3633,0.07780268926580136,764.545,24.41156619873383,1.0,0
0.48,0.53,0.59,0.45,0.46,0.32,0.45,0.36,0.47,0.32,0.45,0.36,0.47,0.32,0.44,0.35,0.45,0.29,0.31,0.29,0.21,0.05,0.24,0.17,0.21,0.05,0.24,0.17,0.21,0.0,0.24,0.11,0.0,0.17,1.14,0.22,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.606060606,0.606060606,0.954545455,0.575757576,0.627272727,0.627272727,0.972727273,0.609090909,0.0,0.0,0.639751553,0.639751553,0.98136646,0.627329193,0.0,0.25,-0.25,0.5,-0.41,-0.12,-0.5,-0.56,35.0,75.0,-1.0,-1.0,0.13,-0.31,-1.0,-1.0,0.13,-0.21,0.16,-0.13,192250.66,119,46.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3631,0.09419475346861883,1615.5517647058823,52.94702836684109,1.0,0
0.58,0.59,0.7,0.65,0.75,0.67,0.65,0.61,0.75,0.67,0.65,0.61,0.75,0.67,0.0,0.0,0.52,0.0,0.0,0.62,0.42,0.33,0.63,0.58,0.42,0.33,0.63,0.58,0.0,0.0,0.29,0.0,0.0,0.41,1.17,0.77,1.33,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.569230769,0.569230769,0.969230769,0.569230769,0.536585366,0.536585366,0.959349593,0.520325203,0.0,0.0,0.581481481,0.581481481,0.962962963,0.566666667,0.92,9.45,-0.02,0.15,1.45,0.08,0.95,1.42,83.0,185.0,-1.0,-1.0,0.33,-0.02,-1.0,-1.0,0.34,0.05,0.33,-0.02,476824.83,118,46.0,3,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3631,0.07709480185417228,4040.8883898305085,131.3205260258882,1.0,0
0.49,0.52,0.17,0.58,0.59,0.75,0.58,0.54,0.59,0.75,0.58,0.54,0.59,0.75,0.57,0.46,0.59,0.78,0.81,0.75,0.27,0.11,0.31,0.13,0.27,0.11,0.31,0.13,0.28,0.13,0.31,0.16,0.19,0.13,0.35,0.4,0.49,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.644736842,0.644736842,0.986842105,0.644736842,0.643356643,0.643356643,0.986013986,0.643356643,0.0,0.0,0.586666667,0.586666667,0.963333333,0.573333333,0.07,0.07,-0.01,-0.08,-0.03,-0.03,-0.04,-0.04,153.0,87.5,-1.0,-1.0,0.34,0.03,-1.0,-1.0,0.35,0.16,0.32,0.05,6097.8,97,37.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2981,0.09597054317164211,62.863917525773196,2.0455551828245557,1.0,0
0.58,0.59,0.7,1.0,1.0,1.0,1.0,0.51,1.0,1.0,1.0,0.51,1.0,1.0,0.51,0.5,0.52,0.61,0.57,0.62,1.0,0.29,1.0,1.0,1.0,0.29,1.0,1.0,0.29,0.27,0.29,0.38,0.3,0.41,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.625,0.625,0.708333333,0.625,0.666666667,0.666666667,0.740740741,0.666666667,0.0,0.0,0.694444444,0.694444444,0.763888889,0.680555556,0.38,1.49,-0.1,-0.05,5.66,-0.41,-0.5,-0.18,58.0,87.5,-1.0,-1.0,0.16,2.01,-1.0,-1.0,0.41,2.36,0.63,2.59,933584.03,116,38.0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3626,0.08265204101094459,8048.138189655173,257.46939602868173,1.0,0
0.51,0.56,0.61,0.47,0.59,0.42,0.47,0.41,0.59,0.42,0.47,0.41,0.59,0.42,0.47,0.4,0.62,0.41,0.38,0.6,0.24,0.19,0.32,0.12,0.24,0.19,0.32,0.12,0.24,0.19,0.34,0.17,0.14,0.37,0.62,0.82,0.51,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.536585366,0.536585366,0.658536585,0.536585366,0.564516129,0.564516129,0.725806452,0.548387097,0.0,0.0,0.5795053,0.5795053,0.826855124,0.575971731,0.5,1.25,-0.39,-0.59,-0.34,-0.35,-0.62,-0.59,26.0,87.5,-1.0,-1.0,0.86,0.27,-1.0,-1.0,0.89,0.4,0.92,0.63,600610.1,119,25.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3626,0.09742376481449488,5047.143697478991,165.63985107556536,1.0,0
0.58,0.54,0.63,0.73,0.78,0.84,0.73,0.66,0.78,0.84,0.73,0.66,0.78,0.84,0.71,0.5,0.78,0.82,0.75,0.84,0.41,0.4,0.42,0.53,0.41,0.4,0.42,0.53,0.41,0.38,0.42,0.55,0.59,0.53,1.14,0.97,1.29,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.456521739,0.456521739,0.456521739,0.195652174,0.543209877,0.543209877,0.555555556,0.308641975,0.0,0.007604563,0.619771863,0.619771863,0.524714829,0.36121673,0.38,1.49,-0.1,-0.01,0.57,0.05,-0.37,-0.18,59.0,87.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,668837.04,117,39.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3625,0.06734806777424279,5716.555897435897,184.50676965517243,1.0,0
0.55,0.5,0.9,0.48,0.47,0.87,0.48,0.52,0.48,0.88,0.48,0.52,0.48,0.88,0.48,0.5,0.48,0.82,0.75,0.88,0.27,0.43,0.25,0.8,0.27,0.43,0.25,0.8,0.26,0.41,0.24,0.74,0.69,0.79,1.66,1.59,2.93,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.71,1.46,0.0,0.0,-0.18,-0.07,-0.07,-0.18,81.0,87.5,-1.0,-1.0,0.16,-1.0,-1.0,-1.0,0.21,-1.0,0.16,-1.0,304542.92,116,3.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3625,0.08700480505913649,2625.37,84.01183999999999,0.0,0
0.39,0.36,0.48,0.55,0.51,0.52,0.55,0.56,0.51,0.52,0.55,0.56,0.51,0.52,0.55,0.56,0.51,0.52,0.52,0.52,0.21,0.22,0.19,0.25,0.21,0.22,0.19,0.25,0.21,0.22,0.19,0.24,0.24,0.25,1.21,1.06,1.18,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.625,0.625,0.0,0.0,0.714285714,0.714285714,0.0,0.0,0.0,0.0,0.791666667,0.791666667,0.0,0.0,0.38,1.49,-0.1,-0.07,-0.12,-0.23,-0.34,-0.18,58.0,87.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5030255.26,118,44.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3625,0.07610331079842086,42629.28186440678,1387.6566234482757,1.0,0
0.43,0.44,0.55,0.4,0.4,0.56,0.4,0.41,0.4,0.56,0.4,0.41,0.4,0.56,0.38,0.34,0.39,0.54,0.45,0.57,0.18,0.18,0.18,0.31,0.18,0.18,0.18,0.31,0.16,0.13,0.17,0.27,0.1,0.31,1.28,1.01,1.75,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.661654135,0.661654135,0.518796992,0.390977444,0.62962963,0.62962963,0.50462963,0.356481481,0.0,0.007177033,0.602870813,0.602870813,0.459330144,0.33492823,0.38,1.49,-0.1,0.04,0.75,-0.23,-0.24,-0.18,332.0,87.5,-1.0,-1.0,0.5,3.43,-1.0,-1.0,0.31,2.64,0.48,2.04,102354.2,116,24.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3625,0.09684738283839522,882.3637931034483,28.235641379310344,1.0,0
0.46,0.46,0.55,0.48,0.5,0.31,0.48,0.44,0.5,0.31,0.48,0.44,0.5,0.31,0.48,0.35,0.5,0.29,0.23,0.31,0.23,0.23,0.23,0.17,0.23,0.23,0.23,0.17,0.22,0.15,0.23,0.15,0.11,0.17,1.2,1.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.45,0.45,0.725,0.45,0.52173913,0.52173913,0.739130435,0.492753623,0.0,0.017857143,0.571428571,0.571428571,0.75,0.544642857,0.18,0.62,-0.48,0.36,-0.3,-0.21,-0.54,-0.64,351.0,87.5,4.71,4.71,0.33,-0.86,2.28,2.28,0.41,-0.84,0.44,-0.67,652670.53,116,30.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3624,0.07001972952567342,5626.470086206897,180.09672461368655,1.0,0
0.58,0.59,0.7,0.53,0.53,0.66,0.53,0.51,0.53,0.64,0.53,0.51,0.53,0.64,0.51,0.5,0.52,0.61,0.57,0.62,0.3,0.29,0.31,0.43,0.3,0.29,0.31,0.43,0.29,0.27,0.29,0.38,0.3,0.41,1.07,1.0,1.21,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6375,0.6375,0.85,0.6375,0.58974359,0.58974359,0.841025641,0.584615385,0.0,0.0,0.621468927,0.621468927,0.867231638,0.618644068,0.38,1.49,-0.1,-0.21,-0.28,-0.27,-0.35,-0.18,35.0,87.5,-1.0,-1.0,1.08,-0.4,-1.0,-1.0,1.13,-0.49,1.17,-0.6,344537.84,118,28.0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3623,0.08907136108792213,2919.8122033898308,95.09738890422302,1.0,0
0.82,0.8,0.96,0.49,0.44,0.73,0.49,0.6,0.44,0.73,0.49,0.6,0.44,0.73,0.45,0.53,0.44,0.77,0.83,0.73,0.4,0.51,0.35,0.7,0.4,0.51,0.35,0.7,0.37,0.47,0.35,0.75,0.82,0.7,1.12,1.31,1.78,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,4.5,8.85,0.53,0.0,-0.22,-0.3,-0.48,0.19,35.0,87.5,-1.0,-1.0,0.59,0.94,-1.0,-1.0,0.63,1.11,0.73,1.09,1670637.88,118,42.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3623,0.10218483896883018,14157.94813559322,461.1200331217223,0.0,0
0.51,0.52,0.64,0.47,0.46,0.62,0.47,0.5,0.47,0.62,0.47,0.5,0.47,0.62,0.43,0.33,0.43,0.58,0.62,0.58,0.27,0.25,0.27,0.43,0.27,0.25,0.27,0.43,0.22,0.0,0.22,0.36,0.0,0.37,1.21,0.94,1.63,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.0,0.0,0.75,0.75,0.0,0.0,0.25,0.125,0.625,0.625,0.0,0.0,0.83,2.35,-0.31,0.0,-0.13,-0.16,-0.45,-0.4,39.0,87.5,1.37,1.37,0.72,1.34,0.1,0.1,0.75,1.04,0.75,0.96,254948.82,118,28.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3621,0.08635080637703202,2160.583220338983,70.4084009942005,1.0,0
0.58,0.59,0.7,0.5,0.33,0.33,0.5,1.0,0.33,0.33,0.5,1.0,0.33,0.33,0.51,0.5,0.52,0.61,0.57,0.62,0.25,0.0,0.33,0.33,0.25,0.0,0.33,0.33,0.29,0.27,0.29,0.38,0.3,0.41,0.59,0.0,1.33,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.602739726,0.602739726,0.945205479,0.589041096,0.596491228,0.596491228,0.956140351,0.587719298,0.0,0.004608295,0.622119816,0.622119816,0.935483871,0.617511521,0.38,1.49,-0.1,0.0,-0.12,-0.12,-0.15,-0.18,64.0,3.0,-1.0,-1.0,0.88,1.63,-1.0,-1.0,0.88,1.61,0.94,1.6,15198463.36,116,31.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3620,0.07903339189403741,131021.23586206896,4198.470541436464,1.0,0
0.7,0.74,0.63,0.55,0.58,0.97,0.54,0.4,0.57,0.97,0.54,0.4,0.57,0.97,0.55,0.38,0.57,0.96,0.3,0.97,0.37,0.1,0.43,0.61,0.37,0.1,0.43,0.61,0.38,0.13,0.43,0.6,0.02,0.61,0.65,0.28,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.875,0.666666667,0.755555556,0.755555556,0.888888889,0.688888889,0.0,0.0,0.761904762,0.761904762,0.847619048,0.676190476,0.0,1.24,-0.33,0.19,0.0,-0.09,-0.28,-0.33,29.0,66.0,-1.0,-1.0,0.75,1.24,-1.0,-1.0,0.99,1.83,0.99,1.8,69764.34,116,36.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3620,0.0564995384604875,601.416724137931,19.271917127071823,0.0,0
0.58,0.59,0.7,0.71,0.6,1.0,0.83,1.0,0.75,1.0,0.83,1.0,0.75,1.0,0.51,0.5,0.52,0.61,0.57,0.62,0.33,0.5,0.25,1.0,0.33,0.5,0.25,1.0,0.29,0.27,0.29,0.38,0.3,0.41,2.5,1.75,3.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8125,0.8125,0.9375,0.8125,0.773195876,0.773195876,0.927835052,0.773195876,0.0,0.0,0.78125,0.78125,0.95,0.78125,0.38,1.49,-0.1,2.71,0.27,0.03,0.65,-0.18,67.0,87.5,-1.0,-1.0,0.61,3.75,-1.0,-1.0,0.41,3.21,0.44,3.22,918620.04,116,41.0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3618,0.05409719766093396,7919.138275862069,253.90271973466005,1.0,0
0.51,0.54,0.71,0.48,0.48,0.51,0.48,0.47,0.49,0.51,0.48,0.47,0.49,0.51,0.48,0.42,0.51,0.53,0.51,0.55,0.25,0.22,0.27,0.37,0.25,0.22,0.27,0.37,0.25,0.18,0.27,0.34,0.24,0.39,1.24,0.89,1.49,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.74,0.74,0.98,0.74,0.720430108,0.720430108,0.989247312,0.720430108,0.0,0.0,0.75147929,0.75147929,0.982248521,0.75147929,0.38,1.49,-0.1,0.0,-0.12,-0.12,-0.48,-0.18,64.0,3.0,-1.0,-1.0,-0.34,0.01,-1.0,-1.0,-0.26,0.12,-0.14,0.24,637839.49,117,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3618,0.07925919660960912,5451.619572649573,176.2961553344389,0.0,0
0.59,0.58,0.65,0.61,0.57,0.59,0.61,0.65,0.57,0.59,0.61,0.65,0.57,0.59,0.59,0.61,0.58,0.54,0.45,0.59,0.34,0.36,0.32,0.38,0.34,0.36,0.32,0.38,0.35,0.37,0.33,0.38,0.38,0.38,1.15,1.07,1.13,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.964912281,0.964912281,0.964912281,0.964912281,0.962962963,0.962962963,0.962962963,0.962962963,0.0,0.0,0.962406015,0.962406015,0.962406015,0.954887218,0.81,6.07,0.15,-0.14,1.04,-0.02,0.32,1.33,103.0,199.0,-1.0,-1.0,0.64,1.28,-1.0,-1.0,0.77,1.16,0.52,1.09,629502.99,115,19.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3617,0.10465281366347884,5473.939043478261,174.0400857063865,0.0,0
0.38,0.42,0.79,0.41,0.46,0.26,0.41,0.33,0.45,0.26,0.41,0.33,0.45,0.26,0.41,0.32,0.45,0.23,0.1,0.25,0.16,0.1,0.2,0.21,0.16,0.1,0.2,0.21,0.15,0.09,0.19,0.17,0.04,0.2,1.89,0.61,1.32,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.666666667,0.666666667,0.666666667,0.666666667,0.714285714,0.714285714,0.857142857,0.714285714,0.0,0.111111111,0.666666667,0.666666667,0.888888889,0.666666667,0.38,1.49,-0.1,-0.19,-0.12,1.96,0.07,-0.18,27.0,53.0,-1.0,-1.0,0.63,1.24,5.91,5.91,0.37,1.0,0.46,1.23,63920.0,117,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3617,0.056703326052920555,546.3247863247864,17.672103953552668,1.0,0
1.0,0.59,0.7,0.43,0.31,0.42,0.43,0.46,0.31,0.42,0.43,0.46,0.31,0.42,1.0,1.0,0.52,1.0,1.0,0.62,0.24,0.24,0.23,0.33,0.24,0.24,0.23,0.33,1.0,1.0,0.29,1.0,1.0,0.41,1.45,0.98,1.36,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.761904762,0.761904762,1.0,0.761904762,0.753846154,0.753846154,0.984615385,0.753846154,0.0,0.0,0.717391304,0.717391304,0.985507246,0.717391304,0.38,1.49,-0.1,-0.02,-0.12,-0.23,-0.39,-0.18,39.0,84.0,9.88,9.88,0.15,0.85,5.91,5.91,0.17,0.89,0.38,1.13,62762.37,116,29.0,3,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3616,0.07871439976656225,541.0549137931034,17.35685011061947,1.0,0
